0	 0	 0
0	 0	 0
-0.00012207	 0	 0
-0.00012207	 0	 0
-0.00012207	 -0.00012207	 -1.49012e-008
-0.00012207	 0	 -1.49012e-008
0	 0	 -1.49012e-008
-0.00012207	 -0.00012207	 -2.98023e-008
-0.00012207	 0	 -2.98023e-008
0	 -0.00012207	 -4.47035e-008
-0.00012207	 -0.00012207	 -5.96046e-008
0	 0	 -5.96046e-008
-0.00012207	 -0.00012207	 -7.45058e-008
0	 0	 -7.45058e-008
-0.000366211	 -0.00012207	 -8.9407e-008
-0.000244141	 -0.00012207	 -1.04308e-007
0	 0	 -1.04308e-007
-0.000732422	 -0.000488281	 -1.19209e-007
0.000854492	 -0.00012207	 -1.19209e-007
-0.00268555	 -0.0012207	 -1.78814e-007
0.00109863	 -0.0012207	 -1.93715e-007
-0.00195312	 0.00012207	 -1.49012e-007
-0.000610352	 -0.000610352	 -1.63913e-007
-0.0020752	 -0.00292969	 -1.49012e-007
-0.000854492	 0.000976562	 -1.63913e-007
-0.00280762	 -0.00598145	 -7.45058e-008
0.00244141	 0.00537109	 1.49012e-008
-0.00756836	 -0.0163574	 2.68221e-007
0.0129395	 0.0251465	 6.25849e-007
-0.0213623	 -0.0397949	 1.17719e-006
0.0352783	 0.0653076	 2.07126e-006
-0.202881	 -0.407349	 8.29995e-006
0.166138	 0.302979	 1.24574e-005
-0.272949	 0.20874	 1.44094e-005
-0.425781	 0.224731	 2.05338e-005
-0.166626	 -0.335693	 2.56747e-005
-0.365967	 0.112305	 3.34084e-005
-0.213257	 -0.232178	 3.39746e-005
-0.185669	 -0.473389	 4.27365e-005
0.106445	 0.310791	 4.89652e-005
0.276245	 0.379639	 5.21094e-005
-0.364136	 0.233765	 5.60731e-005
0.258789	 -0.151855	 5.93364e-005
0.425293	 -0.226196	 6.54012e-005
-0.24939	 0.133789	 6.89179e-005
-0.475342	 0.250732	 7.57575e-005
0.352173	 -0.191162	 8.066e-005
-0.290161	 0.144287	 8.51005e-005
0.0789795	 0.329834	 9.27448e-005
0.254639	 0.42395	 9.79006e-005
0.28125	 -0.188354	 0.000100732
0.321289	 0.290039	 9.97782e-005
-0.383423	 0.235718	 0.000104278
